date,actual_price,predicted_price,difference,error_percentage,bedrooms,propertyType
2007-09-28,520000.00000000006,508006.93259947,-11993.067400530039,-2.3063591154865457,2,unit
2007-10-02,475000.0,509366.5002565831,34366.500256583095,7.2350526855964405,3,house
2007-10-02,400000.0,508059.75404009223,108059.75404009223,27.014938510023057,2,unit
2007-10-09,397000.0,500916.1350633949,103916.1350633949,26.17534888246723,3,house
2007-10-10,556000.0,501787.2893437743,-54212.71065622568,-9.750487528098144,3,house
2007-10-12,720000.0,501174.2647141218,-218825.73528587818,-30.392463234149748,4,house
2007-10-12,410000.0,504869.6053531021,94869.60535310209,23.138928134902947,2,unit
2007-10-12,447000.0,500878.1687282026,53878.16872820258,12.053281594676193,4,house
2007-10-15,273000.0,498897.0243986696,225897.0243986696,82.74616278339546,1,house
2007-10-16,368000.0,496912.5657826662,128912.5657826662,35.03058852789842,3,house
2007-10-16,385000.0,497157.26073645055,112157.26073645055,29.131756035441704,3,house
2007-10-17,560000.0,499796.26133851707,-60203.73866148293,-10.750667618121952,5,house
2007-10-19,455000.0,506349.8485479504,51349.84854795039,11.285680999549536,4,house
2007-10-19,480000.0,507927.3601323366,27927.360132336617,5.818200027570128,4,house
2007-10-24,300500.0,506802.13028378785,206302.13028378785,68.65295516931376,3,house
2007-10-24,505000.0,505078.0798904598,78.07989045977592,0.015461364447480383,3,house
2007-10-25,135500.0,504088.8541545719,368588.8541545719,272.02129457901987,1,house
2007-10-25,590000.0,502658.7099507451,-87341.2900492549,-14.803608482924558,4,house
2007-10-25,645000.0,505068.69927607477,-139931.30072392523,-21.69477530603492,5,house
2007-10-25,770000.0,507829.4111303985,-262170.5888696015,-34.04812842462357,4,house
2007-10-26,1100000.0,508659.96540151536,-591340.0345984846,-53.7581849634986,5,house
2007-11-02,612500.0,508398.90615828335,-104101.09384171665,-16.996096953749657,4,house
2007-11-02,365000.0,512412.95095160604,147412.95095160604,40.38710984975508,3,house
2007-11-05,472500.0,512210.1580481976,39710.15804819763,8.4042662535868,4,house
2007-11-05,600000.0,509308.11554938555,-90691.88445061445,-15.11531407510241,5,house
2007-11-07,372500.0,507534.9131040275,135034.9131040275,36.25098338363155,3,house
2007-11-08,595000.0,506236.95566505194,-88763.04433494806,-14.918158711755977,4,house
2007-11-08,497000.00000000006,505342.60137937963,8342.601379379572,1.6785918268369358,2,house
2007-11-08,395000.0,506434.2148937285,111434.2148937285,28.211193643981897,3,house
2007-11-12,465000.0,502290.6761933118,37290.67619331181,8.019500256626195,2,house
2007-11-12,505000.0,497488.2455058396,-7511.754494160414,-1.4874761374575076,4,house
2007-11-16,505000.0,497900.6966203451,-7099.303379654884,-1.405802649436611,3,house
2007-11-16,379000.0,499898.64911697805,120898.64911697805,31.899379714242233,3,house
2007-11-17,760000.0,503912.69391030073,-256087.30608969927,-33.69569816969727,3,house
2007-11-17,655000.0,506697.90781103075,-148302.09218896925,-22.641540792209046,4,house
2007-11-17,380000.0,505877.5627259165,125877.5627259165,33.12567440155698,3,house
2007-11-17,760500.0,502551.64666101336,-257948.35333898664,-33.9182581642323,3,house
2007-11-20,442500.0,505530.30244261026,63030.302442610264,14.244136145222658,4,house
2007-11-22,560000.0,510090.0504216552,-49909.94957834482,-8.912490996133005,4,house
2007-11-23,560000.0,514480.53305596113,-45519.46694403887,-8.12847624000694,4,house
2007-11-24,335000.0,516025.6415717304,181025.64157173038,54.037504946785184,3,house
2007-11-24,575000.0,517854.6246420592,-57145.37535794079,-9.938326149207095,3,house
2007-11-27,439000.0,518390.94721339643,79390.94721339643,18.084498226286204,3,house
2007-11-29,308000.0,512042.0171935111,204042.01719351113,66.24740817971141,1,house
2007-11-29,353000.0,508729.15113158524,155729.15113158524,44.115906836143125,3,house
2007-11-30,425000.0,508274.20612983406,83274.20612983406,19.5939308540786,3,house
2007-11-30,825000.0,511021.5424709022,-313978.4575290978,-38.05799485201186,3,house
2007-12-01,930000.0,513334.3225903809,-416665.6774096191,-44.802761011787,5,house
2007-12-03,365000.0,509467.3788510263,144467.3788510263,39.58010379480172,3,house
2007-12-03,387000.0,510706.09341934323,123706.09341934323,31.965398816367763,3,house
2007-12-04,620000.0,510639.1270775348,-109360.8729224652,-17.638850471365355,4,house
2007-12-05,825000.0,511344.38948333263,-313655.61051666737,-38.01886188080816,3,house
2007-12-06,335000.0,511385.8180642128,176385.8180642128,52.652483004242626,3,house
2007-12-07,350000.0,508244.8214292526,158244.82142925262,45.212806122643606,3,house
2007-12-08,545000.0,502775.2130385488,-42224.78696145117,-7.747667332376363,4,house
2007-12-08,421000.0,498982.6631937176,77982.6631937176,18.523197908246463,3,house
2007-12-12,635000.0,496979.56171631813,-138020.43828368187,-21.735502091918406,4,house
2007-12-13,1105000.0,497788.6027172208,-607211.3972827792,-54.9512576726497,4,house
2007-12-13,400000.0,501219.0075814724,101219.0075814724,25.3047518953681,4,house
2007-12-13,357500.0,506017.561737448,148517.56173744798,41.54337391257286,3,house
2007-12-14,437500.0,509931.8524263799,72431.85242637992,16.555851983172552,3,house
2007-12-14,259000.0,513879.285980016,254879.285980016,98.4089907258749,2,house
2007-12-15,530000.0,511198.53128679097,-18801.468713209033,-3.547446927020572,4,house
2007-12-18,351000.0,508627.23682262003,157627.23682262003,44.90804467880913,1,unit
2007-12-18,279950.0,507663.7855824083,227713.7855824083,81.34087715035125,2,unit
2007-12-19,630000.0,508257.4275545776,-121742.57244542241,-19.324217848479748,3,house
2007-12-20,615000.0,510254.9953572452,-104745.0046427548,-17.03170807199265,4,house
2007-12-21,332000.0,513711.9145132601,181711.91451326013,54.7325043714639,3,house
2007-12-21,490000.0,514842.9443631321,24842.94436313212,5.069988645537167,3,house
2007-12-21,432000.0,515548.85778948665,83548.85778948665,19.340013377195984,3,unit
2008-01-02,309000.0,513218.6776660383,204218.67766603827,66.09018694693796,2,house
2008-01-14,413000.0,508908.2409683615,95908.2409683615,23.22233437490593,3,house
2008-01-15,600000.0,506533.93940627575,-93466.06059372425,-15.577676765620707,4,house
2008-01-15,445000.0,508451.2245375663,63451.224537566304,14.258702143273327,4,house
2008-01-17,417500.0,511244.6353789419,93744.6353789419,22.453804881183686,2,house
2008-01-17,485000.0,515519.2363541573,30519.23635415733,6.292626052403573,4,house
2008-01-17,462500.0,511729.67528551817,49229.67528551817,10.644254115787714,4,house
2008-01-18,580000.0,504588.95630948246,-75411.04369051754,-13.001904084571992,4,house
2008-01-21,315000.0,500207.9134732485,185207.91347324848,58.79616300738048,1,unit
2008-01-23,380000.0,498587.34575659037,118587.34575659037,31.20719625173431,1,house
2008-01-24,560000.0,502892.4263305962,-57107.57366940379,-10.197781012393534,4,house
2008-01-24,575000.0,506283.8291451335,-68716.1708548665,-11.950638409542002,4,house
2008-01-24,1034999.9999999999,508197.4744796753,-526802.5255203246,-50.898794736263255,4,house
2008-01-30,485000.0,510536.20664589107,25536.20664589107,5.265197246575479,3,house
2008-02-01,599000.0,511644.2140415311,-87355.78595846891,-14.583603665854577,4,house
2008-02-04,349000.0,513185.71235239506,164185.71235239506,47.04461671988397,3,house
2008-02-07,405000.0,512487.67035640776,107487.67035640776,26.540165520100683,3,house
2008-02-07,375000.0,511393.3048006147,136393.30480061471,36.37154794683059,3,house
2008-02-07,360000.0,509967.92488358915,149967.92488358915,41.6577569121081,3,house
2008-02-08,395000.0,509713.375845924,114713.37584592402,29.041360973651653,3,house
2008-02-09,650000.0,509626.1094994843,-140373.8905005157,-21.59598315392549,4,house
2008-02-09,560000.0,506549.77104254067,-53450.22895745933,-9.544683742403452,3,house
2008-02-09,417000.0,507627.94985994697,90627.94985994697,21.7333213093398,3,house
2008-02-11,416000.0,510108.7524667382,94108.75246673822,22.622296266042845,4,house
2008-02-12,749000.0,512292.5417404622,-236707.45825953782,-31.603131943863527,4,house
2008-02-15,625000.0,515118.9474873245,-109881.05251267552,-17.580968402028084,3,house
2008-02-15,575000.0,517010.3693474084,-57989.630652591586,-10.08515315697245,4,house
2008-02-16,610000.0,519008.8544972241,-90991.14550277591,-14.916581229963263,5,house
2008-02-19,445000.0,520316.04459136724,75316.04459136724,16.924953840756686,4,house
2008-02-21,655000.0,513128.4225434065,-141871.5774565935,-21.659782817800536,5,house
2008-02-23,515000.0,507680.23864738643,-7319.761352613568,-1.4213128840026346,2,house
2008-02-23,811000.0,508581.6061999649,-302418.3938000351,-37.2895676695481,5,house
2008-02-23,499999.99999999994,510024.50448833406,10024.504488334118,2.004900897666824,4,house
2008-02-27,730000.0,510706.03423565626,-219293.96576434374,-30.040269282786813,4,house
2008-02-27,645000.0,507354.34367507696,-137645.65632492304,-21.3404118333214,5,house
2008-02-27,590000.0,505247.6115617901,-84752.38843820989,-14.364811599696592,4,house
2008-02-29,342000.0,509545.8860117942,167545.8860117942,48.99002514964743,3,house
2008-02-29,488000.0,510831.8883460015,22831.888346001506,4.6786656446724395,3,house
2008-02-29,471000.0,511784.0650938451,40784.06509384513,8.65903717491404,4,house
2008-03-04,400000.0,508598.14804047346,108598.14804047346,27.14953701011836,2,unit
2008-03-13,646000.0,504718.0951144546,-141281.90488554537,-21.870263914171108,4,house
2008-03-14,655000.0,502840.4038697481,-152159.59613025188,-23.23047269164151,4,house
2008-03-15,580000.0,505562.8534704447,-74437.14652955532,-12.833990780957812,3,house
2008-03-19,405000.0,508844.1154435277,103844.1154435277,25.640522331735234,3,house
2008-03-20,695000.0,509735.42176932096,-185264.57823067904,-26.65677384614087,4,house
2008-04-05,438000.0,508247.24796041846,70247.24796041846,16.038184465848964,2,unit
2008-04-09,502999.99999999994,504912.75026090443,1912.7502609044896,0.3802684415317077,3,house
2008-04-09,420000.0,503794.5632711053,83794.56327110529,19.951086493120307,4,house
2008-04-10,380000.0,506218.6087220907,126218.60872209072,33.21542334791861,3,house
2008-04-11,467500.0,506032.0913325995,38532.09133259952,8.24215857381808,4,house
2008-04-11,395000.0,505242.49217286706,110242.49217286706,27.909491689333432,3,house
2008-04-11,334000.0,509744.41768974066,175744.41768974066,52.61808912866487,3,house
2008-04-14,690000.0,507790.29071331024,-182209.70928668976,-26.40720424444779,4,house
2008-04-14,635000.0,504349.2623772472,-130650.73762275279,-20.574919310669728,5,house
2008-04-14,522500.0,504418.30014809966,-18081.69985190034,-3.460612411846955,3,house
2008-04-14,780000.0,505966.69335849583,-274033.30664150417,-35.13247521044926,4,house
2008-04-15,679000.0,508769.396038726,-170230.60396127403,-25.070781143044773,5,house
2008-04-18,467000.0,511359.0966295451,44359.09662954509,9.498735894977536,3,house
2008-04-21,649000.0,506781.44558519125,-142218.55441480875,-21.91349066483956,5,house
2008-04-22,675000.0,501552.21173912287,-173447.78826087713,-25.695968631241055,4,house
2008-04-23,445000.0,499726.33581236005,54726.33581236005,12.298052991541585,4,house
2008-04-23,415000.0,498967.6009453833,83967.60094538331,20.233156854309232,3,house
2008-04-24,450000.0,498800.3774378449,48800.37743784487,10.844528319521082,3,house
2008-04-24,292500.0,504139.5449824631,211639.54498246312,72.35539999400449,1,house
2008-04-29,680000.0,503300.3203012049,-176699.67969879508,-25.98524701452869,4,house
2008-04-29,950000.0,503194.4406852126,-446805.5593147874,-47.03216413839868,4,house
2008-04-30,485000.0,505336.8309698999,20336.830969899893,4.193161024721627,3,house
2008-05-01,640000.0,508802.45012789965,-131197.54987210035,-20.49961716751568,4,house
2008-05-02,332000.0,513291.41441732645,181291.41441732645,54.605847716062186,2,house
2008-05-02,775000.0,519736.9913980365,-255263.00860196352,-32.93716240025336,4,house
2008-05-02,622500.0,516995.8101604134,-105504.18983958662,-16.948464231258896,4,house
2008-05-05,575000.0,512744.5571497083,-62255.44285029173,-10.827033539181171,2,house
2008-05-05,690000.0,512667.5887648016,-177332.41123519838,-25.700349454376575,3,house
2008-05-09,465000.0,512349.3284881115,47349.328488111496,10.182651287765914,3,house
2008-05-12,635000.0,516306.0538806021,-118693.94611939788,-18.691960018802817,5,house
2008-05-13,307000.0,517429.7745451331,210429.7745451331,68.54390050330069,2,house
2008-05-14,450000.0,517370.59085816145,67370.59085816145,14.971242412924768,3,house
2008-05-16,490000.0,514435.58304570615,24435.583045706153,4.9868536827971734,3,house
2008-05-16,442000.0,510950.04857704043,68950.04857704043,15.599558501592858,3,house
2008-05-17,865000.0,513904.02476117015,-351095.97523882985,-40.589130085413856,5,house
2008-05-19,430000.0,510286.27393580973,80286.27393580973,18.671226496699937,4,house
2008-05-23,444000.0,510692.27402843535,66692.27402843535,15.020782438836791,3,house
2008-05-27,535000.0,512712.3020403087,-22287.697959691286,-4.165924852278745,3,house
2008-05-28,542000.0,517515.650074929,-24484.349925071,-4.517407735252952,4,house
2008-05-30,329000.0,521801.9694201648,192801.96942016482,58.60242231615952,2,unit
2008-05-30,357000.0,522332.01852068305,165332.01852068305,46.31148978170393,3,house
2008-06-02,1180000.0,515786.4802926779,-664213.5197073221,-56.28928133112899,4,house
2008-06-02,429000.0,516843.85604411364,87843.85604411364,20.476423320306207,3,house
2008-06-03,375000.0,515346.3312126696,140346.3312126696,37.425688323378566,4,house
2008-06-06,760000.0,513622.01449275017,-246377.98550724983,-32.418155987796034,3,house
2008-06-06,526000.0,518654.4329877943,-7345.56701220572,-1.3964956296969049,3,house
2008-06-10,727500.0,520634.3936435878,-206865.60635641217,-28.43513489435219,4,house
2008-06-10,492500.0,511434.58542227745,18934.58542227745,3.844585872543645,3,house
2008-06-10,447250.0,505883.33313539624,58633.33313539624,13.109744692095305,3,house
2008-06-11,750000.0,503788.4969431907,-246211.5030568093,-32.82820040757458,3,house
2008-06-11,360100.0,507664.0519089997,147564.05190899968,40.978631465981586,4,house
2008-06-13,365000.0,513239.18481357396,148239.18481357396,40.61347529139013,3,house
2008-06-13,670000.0,511960.93554235995,-158039.06445764005,-23.587920068304484,4,house
2008-06-14,515000.0,510958.54143612087,-4041.4585638791323,-0.7847492357046858,3,house
2008-06-14,419000.0,510849.4363091886,91849.4363091886,21.92110651770611,4,house
2008-06-17,600000.0,512170.5345697701,-87829.4654302299,-14.63824423837165,4,house
2008-06-17,340000.0,512898.701062426,172898.70106242597,50.852559136007635,3,house
2008-06-18,362000.0,517332.4173800647,155332.41738006473,42.90950756355379,4,house
2008-06-19,765000.0,519903.5934768617,-245096.40652313828,-32.03874595073703,5,house
2008-06-19,770000.0,523840.7586608082,-246159.2413391918,-31.968732641453478,4,house
2008-06-20,469000.0,525337.602879852,56337.60287985206,12.01228206393434,4,house
2008-06-23,367000.0,519101.24023258686,152101.24023258686,41.444479627407866,3,house
2008-06-23,289000.0,514862.2086532414,225862.2086532414,78.15301337482401,1,unit
2008-06-24,465000.0,512702.0632624626,47702.063262462616,10.258508228486585,4,house
2008-06-25,605000.0,511252.65476852655,-93747.34523147345,-15.49542896387991,3,house
2008-06-25,505000.0,510912.9404053092,5912.9404053092,1.1708792881800398,4,house
2008-06-25,375000.0,512542.23771579564,137542.23771579564,36.6779300575455,3,house
2008-06-25,347300.0,510186.57901510596,162886.57901510596,46.90082897066109,2,unit
2008-06-26,325000.0,510330.6025173515,185330.6025173515,57.0248007745697,3,house
2008-06-27,590000.0,507955.4131999612,-82044.58680003881,-13.905862169498103,4,house
2008-06-27,550000.0,508222.2724445164,-41777.72755548358,-7.595950464633377,4,house
2008-06-27,421000.0,508458.62249843776,87458.62249843776,20.774019595828445,3,house
2008-06-29,522500.0,510133.9055337012,-12366.094466298819,-2.3667166442677168,4,house
2008-06-30,480000.0,513449.0501675755,33449.05016757548,6.968552118244892,2,house
2008-06-30,1165000.0,515570.81493735313,-649429.1850626469,-55.74499442597827,5,house
2008-07-01,670000.0,517016.6132263839,-152983.38677361608,-22.833341309494937,4,house
2008-07-02,350000.0,518014.50937241316,168014.50937241316,48.00414553497519,2,unit
2008-07-04,375000.0,520078.0078023672,145078.0078023672,38.68746874729792,3,house
2008-07-07,392500.0,523561.61880120635,131061.61880120635,33.39149523597614,4,house
2008-07-07,445000.0,519146.75248786807,74146.75248786807,16.66219157030743,4,house
2008-07-08,383000.0,510659.3974903226,127659.39749032259,33.33143537606334,3,house
2008-07-10,860000.0,505909.3147739768,-354090.6852260232,-41.17333549139804,2,house
2008-07-10,418000.0,507193.3936383575,89193.39363835752,21.338132449367826,3,house
2008-07-11,442000.0,511221.7017002404,69221.70170024037,15.661018484217278,4,house
2008-07-11,418000.0,508762.4419555068,90762.4419555068,21.71350286016909,3,house
2008-07-14,495000.0,505874.51476603746,10874.514766037464,2.1968716699065585,4,house
2008-07-14,360000.0,506617.6251396537,146617.62513965368,40.72711809434825,3,house
2008-07-16,605000.0,512074.2427110672,-92925.7572889328,-15.359629303955835,3,house
2008-07-16,468000.0,517389.38167877495,49389.38167877495,10.553286683498921,3,house
2008-07-16,1090000.0,521215.3111230582,-568784.6888769418,-52.182081548343284,4,house
2008-07-17,558000.0,524733.011925593,-33266.98807440698,-5.961825819786197,4,house
2008-07-18,1300000.0,519124.1443194449,-780875.8556805551,-60.06737351388885,4,house
2008-07-18,700000.0,515011.1148096621,-184988.8851903379,-26.426983598619703,3,house
2008-07-19,320000.0,515223.46587851644,195223.46587851644,61.007333087036386,3,house
2008-07-21,385000.0,516667.4886569381,131667.48865693808,34.1993477031008,2,unit
2008-07-22,415000.0,515706.52313157916,100706.52313157916,24.266632079898592,3,unit
2008-07-23,415000.0,516316.3518421352,101316.35184213519,24.41357875714101,3,house
2008-07-23,480000.0,517512.39497214556,37512.39497214556,7.8150822858636575,4,house
2008-07-23,553000.0,520191.52211397886,-32808.47788602114,-5.932816977580676,4,house
2008-07-23,885000.0,524577.388420701,-360422.611579299,-40.72571882251966,4,house
2008-07-25,370000.0,522793.2961769402,152793.2961769402,41.29548545322708,4,house
2008-07-26,564000.0,518529.2298980057,-45470.770101994276,-8.062193280495439,3,house
2008-07-28,365000.0,515154.1913729161,150154.1913729161,41.138134622716734,3,house
2008-07-29,927000.0,512326.9274625927,-414673.0725374073,-44.73280178397058,4,house
2008-07-30,390000.0,510680.99953606725,120680.99953606725,30.943846034889038,4,house
2008-07-30,360000.0,509584.82887782156,149584.82887782156,41.55134135495043,3,house
2008-07-31,440000.0,512553.48261632025,72553.48261632025,16.489427867345512,4,house
2008-08-01,430000.0,518626.94216519594,88626.94216519594,20.61091678260371,3,house
2008-08-01,595000.0,515972.9680903256,-79027.0319096744,-13.281854102466287,3,house
2008-08-04,365000.0,511984.3722824007,146984.37228240073,40.269691036274175,3,house
2008-08-04,585000.0,511198.5016949475,-73801.49830505252,-12.615640735906414,3,house
2008-08-04,602500.0,512679.5142777264,-89820.48572227359,-14.90796443523213,4,house
2008-08-05,475000.0,514544.6881726384,39544.688172638416,8.32519751002914,3,house
2008-08-05,359000.0,516985.42342334986,157985.42342334986,44.00708173352364,3,house
2008-08-06,315000.0,519005.8953128755,204005.8953128755,64.76377628980174,3,house
2008-08-06,320000.0,515280.755687505,195280.755687505,61.02523615234532,4,house
2008-08-06,325000.0,511699.2844622582,186699.28446225822,57.445933680694836,4,house
2008-08-06,341000.0,508695.0317360461,167695.03173604608,49.17742866159709,3,house
2008-08-06,540000.0,509274.44003149867,-30725.55996850133,-5.6899185126854315,4,house
2008-08-07,395000.0,511285.26498004794,116285.26498004794,29.439307589885555,4,house
2008-08-09,620000.0,514905.35356104374,-105094.64643895626,-16.950749425638108,4,house
2008-08-09,631000.0,516906.50197677314,-114093.49802322686,-18.081378450590627,4,house
2008-08-09,370000.0,517811.242999509,147811.24299950898,39.94898459446188,3,house
2008-08-11,405000.0,519528.4576769918,114528.45767699182,28.27863152518317,4,house
2008-08-12,548000.0,519491.9117502868,-28508.088249713182,-5.202205884984157,3,house
2008-08-13,531500.0,520579.44159023464,-10920.558409765363,-2.0546676217808773,4,house
2008-08-13,420000.0,524291.3832534105,104291.38325341046,24.83128172700249,3,house
2008-08-13,405000.0,527116.338999942,122116.33899994195,30.15218246912147,4,house
2008-08-14,350000.0,530412.4856702983,180412.48567029834,51.54642447722809,2,house
2008-08-15,585000.0,522314.50014933944,-62685.49985066056,-10.715470059941977,4,house
2008-08-15,550000.0,517633.4847956896,-32366.515204310417,-5.884820946238258,2,house
2008-08-15,420000.0,515324.93630982935,95324.93630982935,22.696413407102227,3,house
2008-08-15,375000.0,515272.8546652943,140272.8546652943,37.40609457741181,3,house
2008-08-15,365000.0,514527.5544952601,149527.55449526012,40.966453286372634,3,house
2008-08-15,402000.0,517578.59192602336,115578.59192602336,28.75089351393616,3,house
2008-08-18,279500.0,519638.9832124114,240138.9832124114,85.91734640873395,2,house
2008-08-19,360000.0,523309.8809886724,163309.88098867238,45.36385583018677,3,house
2008-08-19,330000.0,525101.3711933047,195101.37119330466,59.12162763433475,3,house
2008-08-19,370000.0,525553.2386433333,155553.23864333332,42.041415849549544,3,house
2008-08-20,405000.0,525430.2253499627,120430.22534996271,29.735858111101905,3,house
2008-08-21,395000.0,524955.57218045,129955.57218044996,32.90014485581011,3,house
2008-08-21,490000.0,520096.8282148242,30096.8282148242,6.14220983976004,4,house
2008-08-21,530000.0,516231.60080239177,-13768.399197608232,-2.597811169360044,5,house
2008-08-21,680000.0,513934.7706865519,-166065.22931344807,-24.421357251977657,4,house
2008-08-22,495000.0,512666.760193184,17666.760193184018,3.5690424632694984,4,house
2008-08-22,805000.0,513425.6430193782,-291574.3569806218,-36.220417016226314,4,house
2008-08-23,630000.0,516229.11508753896,-113770.88491246104,-18.058870621025562,4,house
2008-08-25,400000.0,517373.7867772579,117373.78677725792,29.34344669431448,3,house
2008-08-27,510000.00000000006,516243.4967234731,6243.496723473014,1.224215043818238,4,house
2008-08-27,440000.0,515836.22418157756,75836.22418157756,17.235505495813083,3,house
2008-08-27,345000.0,517555.00722676516,172555.00722676516,50.01594412370004,3,house
2008-08-28,310000.0,518681.3319735229,208681.3319735229,67.31655870113642,3,house
2008-08-29,370000.0,520787.7681683749,150787.7681683749,40.75345085631754,4,house
2008-08-29,465000.0,516418.56206953526,51418.562069535255,11.057755283771023,4,house
2008-08-30,342000.0,513848.45127910376,171848.45127910376,50.24808516932858,3,house
2008-09-01,380000.0,513723.8992098719,133723.8992098719,35.19049979207155,3,house
2008-09-02,345000.0,514382.11058452725,169382.11058452725,49.09626393754413,3,house
2008-09-02,370000.0,516572.0253698528,146572.02536985278,39.61406091077102,4,house
2008-09-02,495000.0,518707.96463266015,23707.96463266015,4.789487804577808,4,house
2008-09-02,541000.0,519678.36995609105,-21321.630043908954,-3.9411515792807674,4,house
2008-09-02,1380000.0,523196.4554525912,-856803.5445474088,-62.08721337300064,5,house
2008-09-03,372000.0,516974.6815841645,144974.6815841645,38.97168859789368,3,house
2008-09-03,415000.0,512854.8163585365,97854.81635853648,23.579473821334094,3,house
2008-09-04,335000.0,509973.0442725122,174973.0442725122,52.230759484332,3,house
2008-09-04,1150000.0,508349.19186122715,-641650.8081387728,-55.795722446849815,5,house
2008-09-05,552000.0,507716.2815127522,-44283.718487247825,-8.022412769428954,4,house
2008-09-05,426000.0,505784.8810721189,79784.88107211888,18.728845322093633,3,house
2008-09-05,400000.0,508472.64903225005,108472.64903225005,27.11816225806251,4,house
2008-09-05,395000.0,512589.0520121902,117589.05201219022,29.769380256250688,3,house
2008-09-05,387000.0,517850.4817839712,130850.48178397119,33.81149400102615,3,house
2008-09-08,740000.0,518193.2441070676,-221806.75589293242,-29.97388593147735,3,house
2008-09-08,349000.0,520255.7660061866,171255.7660061866,49.070420059079254,3,house
2008-09-08,360500.0,523813.6525321752,163313.65253217518,45.3019840588558,3,house
2008-09-10,371600.0,525059.8242450505,153459.82424505055,41.297046352274094,4,house
2008-09-10,367000.0,526315.7908581197,159315.79085811973,43.410297236544885,2,unit
2008-09-11,380000.0,527014.2471399158,147014.24713991582,38.68795977366206,3,house
2008-09-11,450000.0,520950.1977972686,70950.19779726863,15.766710621615251,3,house
2008-09-12,427000.0,516111.4283259958,89111.4283259958,20.869186961591524,4,house
2008-09-12,270000.0,513175.5623500794,243175.56235007942,90.06502309262201,1,unit
2008-09-13,477000.0,513075.5123272538,36075.51232725382,7.563000487893882,4,house
2008-09-13,479000.0,516436.879420653,37436.879420652986,7.815632446900414,3,house
2008-09-15,321000.0,519137.63820007443,198137.63820007443,61.72512093460263,2,house
